1	-120	110	-141	1523	-131	-950
1	139	119	-128	1174	807	486
1	-135	94	-120	1063	-69	-926
1	123	120	-138	1281	549	450
1	77	40	-54	741	395	604
1	-26	34	-27	569	84	-665
1	57	-38	-75	793	494	630
1	-80	89	-68	601	-193	-718
1	4	84	-27	1256	65	-1217
1	218	0	-96	1984	224	340
1	8	-67	-71	1791	124	-1242
1	23	-179	-34	1050	540	982
1	-49	-298	-35	-921	-35	577
1	135	-67	-82	-1181	-1185	1038
1	96	89	-74	-1622	752	-1741
1	-63	31	-34	-262	-1842	1406
1	56	-413	44	-660	-1089	1543
1	-86	-466	13	1122	780	-1696
1	76	-408	-66	899	-2106	871
1	165	-540	-158	-1446	325	379
1	-610	-406	-322	-509	-1286	441
1	151	3	-211	190	881	464
1	-166	87	-101	1322	-127	-964
1	69	-53	-81	1832	-61	821
1	-35	-281	-52	-401	-110	971
1	198	-99	-109	-315	-1094	2393
1	120	82	5	-874	890	-1538
1	-64	-88	-45	-446	-2179	1378
1	175	-447	-13	1260	-1772	827
1	-39	-354	-114	964	2820	-1570
1	-58	-599	-103	-423	-884	-101
1	186	-662	6	-1549	-25	1254
1	-106	-725	66	-1453	110	2105
1	20	-90	-1	668	1041	249
1	-89	13	-116	1220	434	-867
1	170	17	-88	2134	255	513
1	-82	-244	-32	375	51	1103
1	105	-64	-71	-814	-1937	1851
1	80	82	-15	-1656	1061	-1257
1	-115	-148	-31	-1189	-2497	1600
1	67	-405	76	-329	-1784	1449
1	-153	-396	-64	1412	1526	-1506
1	-88	-582	-122	294	-1295	-141
1	338	-840	-104	-1160	-34	2373
1	-64	47	-61	1241	-178	-855
1	111	101	-101	1613	588	9
1	-19	0	-77	1748	125	-1059
1	-138	-233	-47	-127	-203	786
1	-54	18	-83	-814	869	-1755
1	-75	-99	-12	-676	-2217	1732
1	-25	-204	19	-659	1660	-1352
1	92	-387	71	-119	-1236	1634
1	47	-465	-37	1188	-2674	1070
1	175	-689	-15	-445	851	370
1	-526	-707	-315	-1262	27	-2541
1	202	-653	-44	-1452	1001	2102
1	-75	16	-125	1534	97	-924
1	230	111	-107	1782	399	90
1	14	2	-82	1353	101	-1231
1	-36	-282	-28	164	482	890
1	174	5	8	-1371	1495	-1091
1	-31	-128	1	-307	-2029	1607
1	-116	-331	66	-139	795	-964
1	282	-385	-18	996	-1622	1285
1	-439	-717	-97	-1583	67	-2028
1	-123	-705	273	-1206	747	1498
1	78	88	-70	1385	599	213
1	145	-96	-21	808	140	-1144
1	49	-334	-44	-81	292	144
1	13	-191	-62	135	-100	-583
1	-52	-256	-43	78	229	368
1	23	-243	-6	-139	105	-80
1	39	-292	-56	-120	102	15
1	-68	-377	-36	-311	144	347
1	7	-346	-83	-113	503	-588
1	-47	-339	-113	-109	98	285
1	0	-290	-48	120	992	198
1	20	-257	-12	-66	242	-13
1	6	-206	-22	-518	192	-280
1	-24	-242	20	-123	423	-48
1	6	-195	-31	-314	-184	-447
1	7	-193	-72	-528	719	310
1	-9	-301	-38	340	190	205
1	3	-195	-7	-223	401	-203
1	-18	-285	-43	-120	178	-20
1	-11	-258	-47	-50	-7	-3
1	-14	-260	-42	-58	16	-7
1	-14	-264	-41	-27	-1	-1
2	-128	81	-235	-40	7	0
2	-128	77	-241	100	20	0
2	-128	76	-240	-37	45	-3
2	-124	74	-243	-31	16	-10
2	-123	74	-245	-17	44	16
2	-120	67	-251	-36	28	5
2	-118	69	-249	-42	21	-2
2	-116	69	-250	-48	8	-5
2	-116	68	-249	-42	11	8
2	63	-22	201	-69	-14	-35
2	59	-19	206	-22	17	-7
2	61	-24	204	-77	3	-1
2	62	-24	204	-46	11	-3
2	59	-21	208	-42	19	-11
2	57	-19	207	-56	12	0
2	61	-24	207	-93	9	-3
2	61	-19	211	-26	17	-5
2	60	-18	206	-40	13	-3
2	58	-17	209	-36	24	-1
2	-235	-33	-52	-29	6	0
2	-245	-31	-51	-42	-3	14
2	-245	-25	-49	-4	-35	9
2	-242	-33	-44	-10	-24	6
2	-247	-26	-41	-32	18	-6
2	-247	-31	-41	-78	12	-9
2	-245	-32	-45	-70	4	-20
2	-245	-30	-45	-32	3	1
2	-243	-31	-43	-48	13	-7
2	-246	-4	-52	-1	5	5
2	-243	0	-54	-81	32	-8
2	-244	-3	-49	-34	-1	-16
2	-247	0	-46	-47	20	0
2	-244	0	-55	-81	3	-5
2	-246	1	-60	73	22	19
2	-245	1	-59	-49	-18	-14
2	-244	0	-52	-90	95	13
2	-246	1	-59	-40	-32	-27
2	-246	1	-53	-71	-3	-4
2	-194	43	-182	-55	4	4
2	-193	38	-185	-59	-3	1
2	-194	48	-192	-22	1	1
2	-194	45	-188	0	-10	-9
2	-191	42	-188	-48	15	4
2	-196	44	-185	-45	13	-3
2	-194	42	-179	-55	24	-1
2	-195	40	-181	-43	11	-2
2	-196	42	-185	-76	14	-9
2	-195	43	-186	-41	17	2
2	246	33	84	-58	14	-9
2	248	30	91	-43	4	34
2	247	38	81	3	26	18
2	246	46	85	-38	20	-9
2	240	40	92	-54	29	-3
2	242	39	91	-30	21	-8
2	245	45	100	-36	4	30
2	241	37	89	-40	28	4
2	241	39	89	-41	45	11
2	175	0	161	-52	90	-6
2	179	1	162	-43	-13	1
2	180	1	157	-9	24	-12
2	175	5	161	-41	37	-6
2	171	8	155	-56	20	7
2	175	2	163	-49	29	-3
2	172	0	165	-62	51	10
2	166	-1	165	-36	25	-2
2	169	0	167	-43	31	-6
2	167	0	169	-53	30	-8
2	-226	53	-122	-22	54	47
2	-229	61	-120	-45	2	4
2	-227	56	-117	-12	20	17
2	-228	59	-120	-41	39	-14
2	-228	58	-121	-44	28	4
2	-227	62	-121	-44	11	10
2	-225	62	-118	-46	20	-2
2	-221	62	-120	-37	24	-13
2	-227	57	-124	-43	26	-7
